ids,date,user,replyCount,retweetCount,likeCount,lang,tweet,country,Emotion
1.51e+18,2022-04-08 15:50:52+00:00,pilgrims_TL,0,0,0,en,"Help the Petryshin Family in Ukraine 
 https://t.co/pNM0Hu8cpF",Ukraine,caring
1.51e+18,2022-04-08 15:50:52+00:00,TodayHeadline42,0,0,0,en,Boris Johnson Announces £100m Of Further Military Aid To Ukraine https://t.co/iUuye5sKkG,Ukraine,neutral
1.51e+18,2022-04-08 15:50:52+00:00,SpecialSocialOp,0,0,7,en,"@KyivIndependent So when they said the missile came from Ukraine, they meant geographically! And we thought otherwise - how silly.🤦‍♂️",Ukraine,neutral
1.51e+18,2022-04-08 15:50:51+00:00,JenniferKetten1,0,0,0,en,@swifty733 @IAPonomarenko Totally. I was have been proud of our leaders... Trudeau for us during this time.. but now I'm sick n tired and seeing his post of standing with Ukraine... we should be FIGHTING WITH THEM.,Ukraine,annoyance
1.51e+18,2022-04-08 15:50:51+00:00,phildstewart,3,12,61,en,"Kramatorsk rail attack is a ""crime against humanity,"" Ukraine prosecutor general says - Reuters News",Ukraine,neutral
1.51e+18,2022-04-08 15:50:51+00:00,Antma86,0,1,1,en,@Doomercoomer3 @Jacquie11 @TadeuszGiczan @ariehkovler Or if #Ukraine have kept their nuclear weapons and not gave them to #russia for security guarantees in 1994. See neorealism the power of a nation is the best security guarantees. That why #Schweden and #Finnland wants to join #NATO now,Ukraine,neutral
1.51e+18,2022-04-08 15:50:51+00:00,SemwalChander,0,0,0,en,"Well, before the start of the special operations by Russia in Ukraine, the rest of the world's strategic minds were completely assured of the USA + NATO involvement. Unfortunately, Ukraine paid the price for treacherous Western powers. When it comes to greeds, lives don't matter. https://t.co/2pEWqArcZ9",Ukraine,disappointment
1.51e+18,2022-04-08 15:50:50+00:00,peta_richkus,0,0,1,en,The rollout of Russia v. Ukraine by @lawfareblog. Read this ⬇️ https://t.co/MLDSkG4InA,Ukraine,neutral
1.51e+18,2022-04-08 15:50:50+00:00,DarthFlaubert,1,0,0,en,"Been waived plenty of times when it came to people without health insurance here in the U.S. or poor people around the globe.  Should be at least as easy here, b/c that's one sanction that could be discontinued the moment that the last Russian troops had left Ukraine, whether to",Ukraine,neutral
1.51e+18,2022-04-08 15:50:50+00:00,welovebudapest,0,0,1,en,"Catch a great live act in Budapest tonight and help Ukraine! 
https://t.co/hDIlfqN6bw https://t.co/5Po3hjUnXJ",Ukraine,neutral
1.51e+18,2022-04-08 15:50:50+00:00,purdylion,1,0,0,en,"One of the bombs said ""Children"" #StandWithUkraine
#StopRussia
#StopRussianAgression #Ukraine #StopGenocide #genocide #stopthewar #WeAreAllUkrainians #Closetheskies  https://t.co/7RMDuMLnkD",Ukraine,neutral
1.51e+18,2022-04-08 15:50:50+00:00,KellySpray5,0,1,1,en,"Ukraine is devastating. Man's inhumanity to man saddens me. Other 2022 wars-Tigray war, Somali civil war, Dafur, Myanmar conflict, etc. #75yearsofgasleft Those born today will fight for water, food and will do so without gas unless the developed nations stick together.#Peace",Ukraine,sadness
1.51e+18,2022-04-08 15:50:50+00:00,zmrd_stay,0,0,0,en,@ukraine_world What the fuck did they splice this biological trash with?,Ukraine,anger
1.51e+18,2022-04-08 15:50:50+00:00,stinkfistgaming,0,0,0,en,"So when you say you stand with Ukraine, you mean your a nazi right? #UkraineRussianWar  #Ukraine  #Zelensky https://t.co/H1kTiiEzoy",Ukraine,curiosity
1.51e+18,2022-04-08 15:50:49+00:00,Ask_Ariel,0,0,0,en,"@GeraldoRivera There was a mass shooting in CA &amp; other important stories that aren’t getting coverage due to the terrifying threat to democracy from Russia right now.  This story &amp; others (slap) seem SO petty in light of people being raped, shot &amp; murdered in Ukraine. 🇺🇦",Ukraine,neutral
1.51e+18,2022-04-08 15:50:49+00:00,dutchiegirlie,0,0,0,en,Reported by a member of Ukraine's parliament. Those poor children 💔 This evil in the Kremlin &amp; among the Russian troops needs to be wiped out without mercy. No one who resorts to this level of evil in response to their own inadequacy can continue to live among us #ArmUkraineNow https://t.co/BgJmvuwun9,Ukraine,sadness
1.51e+18,2022-04-08 15:50:48+00:00,UkieLenia,0,0,0,en,Russian invasion of #Ukraine fuels record food prices https://t.co/CHBmyhvX0b,Ukraine,neutral
1.51e+18,2022-04-08 15:50:48+00:00,barbezahler,1,0,0,en,@zolyglot @Elmsdale57 @mariamposts What are you even saying? That the USA is pressuring Ukraine to defend itself from an invasion? Do you realize how ridiculous this sounds?,Ukraine,confusion
1.51e+18,2022-04-08 15:50:48+00:00,gouldp7070,0,2,3,en,We did it - and with profits after   costs (now covered) going to DEC Ukraine 🇺🇦Appeal I’m even more proud to be part of this - Still time to pledge! @ComicSceneNews @flopscomics @RebeccaElysium @philselliott @BenHumeniuk @ChrisAGeary @ImChristoff @diegoguerraart @KevinGunstone https://t.co/WoB6sPN0cg https://t.co/UHxjlYA6rf,Ukraine,pride
1.51e+18,2022-04-08 15:50:48+00:00,politicshome,1,0,1,en,"""It is a war crime indiscriminately to attack civilians.""

Boris Johnson said Russia's actions in Ukraine ""would not go unpunished"" following an attack at Kramatorsk railway station which killed and wounded civilians https://t.co/t4S9Dxvr1s",Ukraine,neutral
1.51e+18,2022-04-08 15:50:47+00:00,injusticesaware,0,0,0,en,Abramovich-linked yacht in Netherlands changed hands on day of Ukraine invasion https://t.co/FqYm65cnbq,Ukraine,neutral
1.51e+18,2022-04-08 15:50:47+00:00,kk131066,0,0,2,en,"https://t.co/LwX5XnAjOH

There's nothing ordinary about people
Everyone is extraordinary unless he/she chooses to be ordinary

Human lives are priceless regardless of nationality

Life is too short to be an average Joe
Be yourself

#Biden #Trump #racism #BLM #Ukraine #HumanRights",Ukraine,neutral
1.51e+18,2022-04-08 15:50:47+00:00,strimond,1,0,0,en,@Mile20082 @Mooksgmol @bhginee @VictorTheClean3 @vtchakarova It is clear that Ukraine was behind this because they need Western audience. They kill civilians just to push NATO in WWIII,Ukraine,neutral
1.51e+18,2022-04-08 15:50:47+00:00,Klyovik,0,0,0,en,@EmmanuelMacron It is disgusting because France and Germany are not giving Ukraine weapons! You and Scholz have only words! You do not give weapons to Ukrainian men so that they can protect their families! You and Scholz -- are Nazi Putin's accomplices!,Ukraine,disgust
1.51e+18,2022-04-08 15:50:47+00:00,KortkampJanice,1,0,1,en,@Costumbrist @PhilippeErrera @Amb_Ulyanov Anything is possible as I said. Ukraine has the blood of thousands of their hands btw since 2014. It could have been deliberate or accidental on either side. It could have been a rogue unit of either side. Stranger things have happened in every war.,Ukraine,confusion
1.51e+18,2022-04-08 15:50:46+00:00,RonColeman,2,0,0,en,@imratheramazing @yhazony @josh_hammer That's why Russia invaded Ukraine? Because it's offended by Ukrainian bigotry?,Ukraine,surprise
1.51e+18,2022-04-08 15:50:46+00:00,OdNa_TaKa9l,0,0,0,en,"Today, the President of Ukraine, who also prepared a bloody shelling of Kramatorsk for his foreign guests, has a different surname.  But what does it matter if the manual is still the same?",Ukraine,neutral
1.51e+18,2022-04-08 15:50:45+00:00,OdNa_TaKa9l,1,0,0,en,"Kramatorsk.  February 2015  Poroshenko and Bernard-Henri Levy inspect the site of a provocation organized by the Armed Forces of Ukraine, as a result of which 17 people died and 60 were injured. https://t.co/nDulYGAwXq",Ukraine,neutral
1.51e+18,2022-04-08 15:50:44+00:00,plkrw,0,0,1,en,"@IlvesToomas Not only does Russia use tochka missile systems, we know they brought at least 30 of them in to Ukraine from Belarus on March 5th.",Ukraine,neutral
1.51e+18,2022-04-08 15:50:44+00:00,rockybeethoven,0,0,2,en,"@OllikainenOtso @CharlesLeGOAT @ryanremus @bjoernen_hj @Loving_Erich @Nrg8000 @DrewPavlou @matildekimer They have hundreds of those rockets in stock. Of course they are using them.
FFS they brought the oldest T-72 variants to Ukraine which have caused them tremendous losses and these morons expect them to just keep perfectly good ballistic missiles mothballed.
Insane.",Ukraine,neutral
1.51e+18,2022-04-08 15:50:43+00:00,dbglisson,0,1,11,en,Everytime I turn on the TV I see Zelensky talking about needing more money. He must not sleep because it takes a lot of time to coordinate his troops all over Ukraine during war. But it takes a long time for his neverending movie appearances.📽🎬📺,Ukraine,neutral
1.51e+18,2022-04-08 15:50:43+00:00,tulsaoufan,1,0,0,en,@RonColeman @yhazony @josh_hammer What has he said about the 10+ thousands of Ukrainian citizens killed by the Azov and other Nazis and militias in the Donbass and other eastern Ukraine regions since 2014??,Ukraine,neutral
1.51e+18,2022-04-08 15:50:43+00:00,GiulioTerzi,0,0,0,en,Ukraine and Russia: What you need to know right now https://t.co/F10AucX2fi,Ukraine,neutral
1.51e+18,2022-04-08 15:50:42+00:00,DavidHughesYDH,0,0,0,en,"Good luck to all the pupils, staff, parents and governors from the school who are taking part in the '24 Hour Run for Ukraine' with Cybi Striders tomorrow.
https://t.co/4xrTXKULLw",Ukraine,caring
1.51e+18,2022-04-08 15:50:42+00:00,erskine0812,0,0,0,en,@GerryHassan @RishiSunak Take Boris with him. Cynical b*****d taking advatage of the Ukraine situation to ram nuclear energy and exploitation of the North Sea onto us. They think we are feckin' stupid!,Ukraine,neutral
1.51e+18,2022-04-08 15:50:41+00:00,louisdauphin79,0,0,0,en,@naftalibennett Send Ukraine also weapons so they can defend themselves also ! Russia is making genocide against civilians! Show you are a Rightneous!,Ukraine,neutral
1.51e+18,2022-04-08 15:50:40+00:00,dal0028751,0,0,0,en,"andsmuggle the small ones being based on most of the groups actions  , when the events happened , most of those grups tried to escape quickly , while they said that the Ukraine had their groups of control and being listed their empty titles",Ukraine,neutral
1.51e+18,2022-04-08 15:50:40+00:00,anne_sknk,0,0,0,en,"@vonderleyen @DoroBaer @JosepBorrellF Uschi, „our humanity was shattered“ 8 years ago. Simply by you &amp; others being passive &amp; watching russia‘s aggression since. (Not to mention business as usual).

Now it‘s not the time for nice words.

Provide Ukraine with heavy weapons!!!

Prove yourself worthy of your words!",Ukraine,neutral
1.51e+18,2022-04-08 15:50:40+00:00,TabithaH1M,0,0,0,en,He said then you won't wonder why the kids will live in Russia where Saints may live and Ukraine runs to Germanyin case you dont like me.,Ukraine,neutral
1.51e+18,2022-04-08 15:50:40+00:00,SilentZaika,0,0,0,en,"Every time I read the news #Odesa #Ukraine was hit....  The worst part of not knowing, waiting for more news, for friends and family to reply they are ok. 
I never thought I am capable of the amount of rage I am feeling these days. https://t.co/EpgxkJEQGN",Ukraine,anger
1.51e+18,2022-04-08 15:50:40+00:00,CathyFlynn1213,1,0,1,en,"@Mamallama21 @IAPonomarenko I know. But where are the missiles and shells coming from, and can Ukraine hit them back?  If not, what specifically do they need that they are not getting?  I keep asking my gov't for F-jets &amp; Patriots &amp; won't stop, but what else can hit these sites (&amp; where are the sites??)?",Ukraine,curiosity
1.51e+18,2022-04-08 15:50:40+00:00,4mitch2twit,0,0,0,en,"@Atarian_X @DarthKansasCity @Vismondra1 @DefiantLs Pimping out another one of those in Ukraine right now...noticed? Want to go to Taiwan and pimp that megalomaniac nut case. Ah, the dream of a Nato Base in Taiwan. As real as a Nato Naval Base in Crimea. Go ahead. Trip that wire. The liars. https://t.co/ptAlmzHPA0",Ukraine,excitement
1.51e+18,2022-04-08 15:50:40+00:00,exwifenews,0,0,0,en,My ex-wife is Russia's proxy in the country's disinformation wars over Ukraine - The Washington Post https://t.co/FLZiOWnr47,Ukraine,neutral
1.51e+18,2022-04-08 15:50:39+00:00,republic,1,2,6,en,"Massive #MissileFight as Ukraine alleges Russians wrote 'for the children' on a missile that struck Kramatorsk railway station killing over 30. Dr. Nikolai Sokov, Vienna Center for Disarmament and Non-Proliferation, reads it as 'Revenge for the children' https://t.co/7Rdaj8mvyS https://t.co/kEwiWqzmyQ",Ukraine,neutral
1.51e+18,2022-04-08 15:50:39+00:00,MarkBur63379803,0,0,0,en,"@DefenceU @ZelenskyyUa We live in a digital age. Smart phone photos, video, CCTV, dashcam, satellites, intercepted calls, voice recognition, face recognition, etc. Every Russian who illegally entered Ukraine and all their chain of command will be identified and pursued until they are rotting in jail.",Ukraine,neutral
1.51e+18,2022-04-08 15:50:39+00:00,otvnews,0,1,11,en,"Russia-Ukraine War Will Impact Consumers Across Globe: FAO 

#RussianUkrainianWar 
https://t.co/os6iktUSoD",Ukraine,neutral
1.51e+18,2022-04-08 15:50:39+00:00,RebaSAV48,0,0,0,en,@JonSmith8008 @JeffStr40592738 That is true &amp; that is why Biden has not done anything but send weapons &amp; supplies but we have sent troops to border the NATO countries that border Russia. We must continue to help Ukraine fight Russia &amp; we must continue to have a large budget for military &amp; research,Ukraine,neutral
1.51e+18,2022-04-08 15:50:38+00:00,EUindiachamber,0,0,0,en,"Ukraine war is testing Indo-US relations. Though it has been damaged due to India’s policy of neutrality, compulsions of China may help them to see that the damage is not beyond repair. Russia has been able to create between the two and there are serious challenges ahead.",Ukraine,optimism
1.51e+18,2022-04-08 15:50:38+00:00,PRAVESHPARAS,0,0,0,en,"I am surprised that there is no towering leader in the world who could get peace in Russia and Ukraine war. World economy will shatter. NATO, UN, EU, US and China watching quietly.Millions will be killed. Stock market will be jumping everyday. So is Gold and silver.@Smita_Sharma",Ukraine,surprise
1.51e+18,2022-04-08 15:50:38+00:00,NATOSource,0,3,0,en,Another heinous action by Putin. #Russia is kidnapping thousands of #Ukraine's children. #RussiaWarCrimes https://t.co/SbP9YF4iAZ,Ukraine,neutral
1.51e+18,2022-04-08 15:50:38+00:00,glenise3,0,0,0,en,@systemkallops @IAPonomarenko You hear from both sides then you know Russia are at fault. UKRAINE free media Russian media blocked only state media you really are an idiotic person beyond words Support the free independant country of  🇺🇦🇺🇦🇺🇦🇬🇧,Ukraine,neutral
1.51e+18,2022-04-08 15:50:37+00:00,arnocast,0,2,2,en,"Powerful and an example for other leaders : The President of the European Commission, Ursula von der Leyen, the EU High Representative, Josep Borrell, and the Prime Minister of Slovakia, Eduard Geger, are in Ukraine and visited Bucha today https://t.co/L8f52QqVFV",Ukraine,neutral
1.51e+18,2022-04-08 15:50:37+00:00,raj65025523,0,0,0,en,"A church leader, that
 - sanctifies a general of the Russian National Guard for deployment in Ukraine
 - on the day of the revelation about war crimes of Russia's army wish God's safe conduct - in the church of the army -
 - wants to stop the Antichrist
 -and its priests 1/1 https://t.co/ZO8Lk2YOtL",Ukraine,neutral
1.51e+18,2022-04-08 15:50:37+00:00,WC_WhoCares,0,0,1,en,"It's my birthday tomorrow, it would be great if it happens on my birthday, and because it's always nice to have good thoughts, tomorrow we'll be liberated!! #ukraine  #kherson https://t.co/kLM2JnqqoX",Ukraine,excitement
1.51e+18,2022-04-08 15:50:37+00:00,DogeWhisperer13,0,0,0,en,@gullssinceaboy Far right? It's evil globalists vs GOOD We The People. Bringing sovereignty back to We The people. Stop the #WEFCoup I'll hope she wins. How much did the #WEFLeaders all get from slushfunds through the Ukraine from the #WEF?,Ukraine,curiosity
1.51e+18,2022-04-08 15:50:36+00:00,templar901,1,0,1,en,@Liveuamap @UKRINFORM There seems to he confusion about who launched that missile because Ukraine has a lot of them.,Ukraine,confusion
1.51e+18,2022-04-08 15:50:36+00:00,Iegend_lstRRS,0,1,1,en,"#IstandwithImranKhan #NewWorldOrder #Biden #ConspiracyTheories #WikiLeaks #Ukraine #ImranKhanVsWesternSlaves #SupremeCourt 
Floor crossing/ Lotacracy
first done in #Balochistan  by PPP, then by us in PTI and now in today's period by all parties except PTI.",Ukraine,neutral
1.51e+18,2022-04-08 15:50:34+00:00,Omarosamah,1,0,1,en,"@Sudbury_Mike Obviously because he is one of the worst president in history!
Everything he did made life worse, especially in Ukraine!
He divided the world! We will have another cold war because of him.
The polls didn't buttom yet!",Ukraine,annoyance
1.51e+18,2022-04-08 15:50:34+00:00,CAdabag,0,0,0,en,Ukraine-Russian war live: Horrifying scenes as Putin’s evil troops massacre at least 50 civilians at busy train station https://t.co/TwVJQpPmDm,Ukraine,fear
1.51e+18,2022-04-08 15:50:34+00:00,VirasthNews,0,0,0,en,Zelenskyy reacts to Ukraine rail station attack: ‘Evil that knows no bounds’ https://t.co/WCVr8gbfvf,Ukraine,neutral
1.51e+18,2022-04-08 15:50:33+00:00,Davisloaded,0,0,0,en,Russian Military Has Fully Withdrawn Troops From North Ukraine – UK Intelligence https://t.co/FwwNGWGx6P,Ukraine,neutral
1.51e+18,2022-04-08 15:50:33+00:00,EmbCubaMongolia,0,0,0,en,"Cuba reiterated at FAO its commitment to International Law and advocated for a peaceful, negotiated and lasting solution to the conflict in Ukraine that guarantees the security and sovereignty of all. #CubaPorLaPaz @MirtaGranda @IvanErnestoBar1 
https://t.co/KcqDDu63QO",Ukraine,approval
1.51e+18,2022-04-08 15:50:33+00:00,6diego32,1,0,0,en,@Waiting4suns @SpiritofHo This shows that there are nazis in Ukraine. It doesn’t say that the Jewish president is a Nazi… no dates on he picture. Zero relevance.,Ukraine,neutral
1.51e+18,2022-04-08 15:50:33+00:00,NMelkote,0,0,0,en,#ArnabZelenskyyInterview no punch in ur questions.Why didn't u ask whether Ukraine has paid aheavy prize for electing  an inexperienced politician.Has Putin  taken advantage of his inexperience?,Ukraine,neutral
1.51e+18,2022-04-08 15:50:33+00:00,RuthJorgenson,0,0,0,en,"“himself said that Germany is actively working to become independent of oil imports from Russia, and, in his opinion, this may happen this year.
The German Chancellor also once again called on Russia to ‘negotiate a ceasefire and withdraw all troops’ from Ukraine.”",Ukraine,neutral
1.51e+18,2022-04-08 15:50:33+00:00,hizbie_,0,1,0,en,"Echelon with Slovak S-300PMU is moving towards Ukraine Earlier, Bratislava officially announced that it would transfer anti-aircraft missile systems to Kiev.
#RussiaUkraineWar https://t.co/d1RImRNVtG",Ukraine,neutral
1.51e+18,2022-04-08 15:50:32+00:00,pearlyoysters,0,0,0,en,https://t.co/9I8iw3mO3K Just finished an amazing Klezmar Workshop with these wonderful musicians and teachers. Yesterday we marched around Bloomsbury to support Ukraine. What energy and we all played everyday 10am-10pm plus!!!,Ukraine,admiration
1.51e+18,2022-04-08 15:50:32+00:00,ecompuservicio,0,0,0,en,"Ukranians..... the world needs to know what goes in in the Ukraine.
It is a nasty corruption filled depot... https://t.co/wYP5wy4YEl",Ukraine,disgust
1.51e+18,2022-04-08 15:50:32+00:00,RuthJorgenson,1,0,0,en,"“Great Britain will send weapons to Ukraine with a total value of £100 million (~$130 million) , including Starstreak MANPADS, British Prime Minister Boris Johnson said on Friday.
‘Today I can announce that the UK will send high-quality military equipment worth 100 million…” https://t.co/rRHGDEM9Sc",Ukraine,neutral
1.51e+18,2022-04-08 15:50:32+00:00,HalyeyHaldor,0,0,0,en,@GlblCtzn To me. Ukraine = Nazi. They hate none Aryan.,Ukraine,neutral
1.51e+18,2022-04-08 15:50:31+00:00,tomtomthesolo,0,0,1,en,@UKR_Report Ukraine thinks it has the right to kill men.,Ukraine,neutral
1.51e+18,2022-04-08 15:50:30+00:00,Benny_ODHOMI,0,0,0,en,@CLINTONCHINAKA @LordNaydou @cbngov_akin1 @senatorbenayade @ruffydfire We are living in a digital world. You need not to be physically in Ukraine to know what is going on there. The people living in Calabar are telling you that no presence of governance there but as usual APC online urchins most prove their vapidity.,Ukraine,neutral
1.51e+18,2022-04-08 15:50:30+00:00,yulikao19871021,1,0,0,en,"As conflict drag on, can Australia based on the design of South Korean Hanwha Defence AS21, as an emergency production, provide a state-of-art armored fighting vehicle for Ukraine?
Demo-video of the Advanced AS21 IFV
https://t.co/CEUb8QEUYo",Ukraine,neutral
1.51e+18,2022-04-08 15:50:30+00:00,NewsLatinPress,0,0,1,en,Cuba favors peaceful and lasting solution to conflict in Ukraine - Prensa Latina https://t.co/r3qr8vKGVM,Ukraine,neutral
1.51e+18,2022-04-08 15:50:30+00:00,angryafroradio,0,1,0,en,"Hey @tomiahonen, have you seen this? Russians dug a trench in the most contaminated place in the world. You can't make shit this up. #Chernobyl #RussianSoldiers #radiation #Ukraine https://t.co/D9lch1Ye51",Ukraine,neutral
1.51e+18,2022-04-08 15:50:29+00:00,DrStephensonN,0,1,0,en,"Pink Floyd reunite with a song for Ukraine, featuring Ukranian Andriy Khlyvnyuk's performance from Sofiyskaya Square ... and it's stunning.

Play it LOUD!

https://t.co/jewHSY2SU6",Ukraine,admiration
1.51e+18,2022-04-08 15:50:29+00:00,tolkens774,0,0,0,en,@campbellclaret @RishiSunak Tax evasion/avoidance was the main reason for Brexit. Tory Londongrad has been exposed big time by Russia invading Ukraine. Local elections will tell us if the brain dead who were conned and voted Tory have smelt the coffee! 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇦,Ukraine,neutral
1.51e+18,2022-04-08 15:50:29+00:00,GiulioTerzi,0,0,0,en,Ukraine presses on with efforts to evacuate trapped civilians https://t.co/Jq2IXGAQqt,Ukraine,neutral
1.51e+18,2022-04-08 15:50:28+00:00,PennylessChurch,0,0,0,en,"Don't Forget - It's Wrong To Eat Your Children

Jordan Peterson on Ukraine 
https://t.co/hfCUwUigv9",Ukraine,neutral
1.51e+18,2022-04-08 15:50:28+00:00,ScottAndrewLew1,0,0,0,en,"@CalltoActivism Can we sell this stuff and fund some shelters, food, assimilation work for those fleeing Ukraine?",Ukraine,curiosity
1.51e+18,2022-04-08 15:50:27+00:00,taddison64,0,0,0,en,Pink Floyd reunite for Ukraine protest song - BBC News ⁦@IAPonomarenko⁩  https://t.co/p03D9ogEfo,Ukraine,neutral
1.51e+18,2022-04-08 15:50:27+00:00,Abelard0Vazquez,0,0,0,en,The Russians completely withdrew their troop units from the Sumy region and returned to #Russia. (Channel 24) #UkraineRussianWar #Ukraine https://t.co/HjPO2stt9f,Ukraine,neutral
1.51e+18,2022-04-08 15:50:27+00:00,CthulhuLivesOn,0,0,0,en,@ukraine_world Is this the revival of phrenology?,Ukraine,curiosity
1.51e+18,2022-04-08 15:50:26+00:00,borataccount,0,0,0,en,@irbismax @yakovleva50e Ukraine is embarrassing Russian army because Ukraine is receiving unlimited ammunition from NATO. 😂😂😂do you like American products like twitter?  United States also leads in military technology.  Bye bye! https://t.co/Q6UDbtOqgM,Ukraine,curiosity
1.51e+18,2022-04-08 15:50:25+00:00,Arlene_Dooda,0,0,1,en,"Genocide, the deliberate and systematic destruction of a group of people because of their ethnicity, nationality, religion, or race.

Can we agree about the facts and refer to the killings in Ukraine by what they are.

#RussianWarCrimesInUkraine 
#PutinLies https://t.co/l2BxIFKw7F",Ukraine,neutral
1.51e+18,2022-04-08 15:50:24+00:00,AxelNordenstam,0,0,0,en,"🇪🇺🇮🇳from member state perspective: 

India's foreign minister Jaishankar talked to French counterpart @JY_LeDrian today. #Ukraine naturally on the agenda. Fifth time this year, acc. to my own records. https://t.co/WX9CQ7qRwW",Ukraine,neutral
1.51e+18,2022-04-08 15:50:24+00:00,jsp_akoh,0,0,0,en,Slovakia donates air defense system to Ukraine to save lives from ‘aggression of the Putin regime’ https://t.co/IEeFcCn54E,Ukraine,neutral
1.51e+18,2022-04-08 15:50:23+00:00,MercuryX,0,0,0,en,Live Updates | Slovakia gives air defense system to Ukraine https://t.co/fdlcahyYTg,Ukraine,neutral
1.51e+18,2022-04-08 15:50:23+00:00,DiiShep,0,0,0,en,@Franklin_Graham @kayleighmcenany @FoxNews @BillyGraham @rupertmurdoch How is this healping the Ukraine people. You are using them to hike your personal ratings.,Ukraine,neutral
1.51e+18,2022-04-08 15:50:22+00:00,Becca_basil,0,0,0,en,Slovakia donates air defense system to Ukraine to save lives from ‘aggression of the Putin regime’ https://t.co/MVVmd6a1HE,Ukraine,neutral
1.51e+18,2022-04-08 15:50:22+00:00,Skolimowski,0,0,0,en,Fury Over Ukraine War Crimes Has Been Swift. Justice Likely Won't Be  https://t.co/IfFdX2aYsF,Ukraine,neutral
1.51e+18,2022-04-08 15:50:22+00:00,Miketheoldgit,0,0,0,en,If Trump had still been President he may have made a deal with Putin to not let Ukraine join NATO and be a neutral country.Ukraine would have been enraged but hundreds would be alive now,Ukraine,neutral
1.51e+18,2022-04-08 15:50:22+00:00,sk1ade,0,0,0,en,@MSNBC @MaddowBlog You me he wants to ask #Ukraine to wave the #white flag  or ask #putinthechildmurderer to eliminate the Ukrainian people?  Can the #media stop giving this #imbecil any airtime. Please also STOP showing too much about what the Ukrainian #military  is doing to win this #war,Ukraine,neutral
1.51e+18,2022-04-08 15:50:22+00:00,arthappy123,0,0,1,en,@IAPonomarenko I'm just so sorry. I don't know what else to do besides share everything on facebook and twitter and donate money to volunteer battalions and humanitarian aid. Please know that citizens of world love Ukraine and are praying for you. Good always prevails. What else can I do?,Ukraine,remorse
1.51e+18,2022-04-08 15:50:22+00:00,dejpan11,0,0,0,en,"@JosepBorrellF @AmbassadorEU @EUAM_Ukraine So...you are just making pictures. The only way is to attack and burn Kreml directly. No worry of WW3. RU is a false propaganda power, bunch of lunatics and drunkers. If attacked they will be done in one day ! But you are just taking care of your asses and this is happening.",Ukraine,anger
1.51e+18,2022-04-08 15:50:21+00:00,Joy6Coffee,0,0,0,en,"@SymbaJen @AryJaey He killed settlers who occupied his land As a reminder: During the Zia Hamarsha operation on March 30, 2022, two settlers who came from Ukraine after the Russian operation were killed (No civilians in occupied Palestine, they are all settlers)",Ukraine,neutral
1.51e+18,2022-04-08 15:50:21+00:00,adiz2r,0,0,0,en,The End of Ukraine - The Cyclical View https://t.co/FDlF7498GN,Ukraine,neutral
1.51e+18,2022-04-08 15:50:21+00:00,VippusaO,0,0,1,en,"In Novosibirsk, Russia, local residents are marching in protest against the Russian invasion of #Ukraine:
https://t.co/4Z8vszy1fP 04",Ukraine,neutral
1.51e+18,2022-04-08 15:50:20+00:00,eye9ja,0,0,0,en,Slovakia donates air defense system to Ukraine to save lives from ‘aggression of the Putin regime’ https://t.co/k96SyVu95p,Ukraine,neutral
1.51e+18,2022-04-08 15:50:19+00:00,RUTankerTracker,1,2,2,en,"🚨ALERT🚨 Oil Products Tanker Sunny Liger carrying Russian fossil fuels has left the port of Primorsk today heading to Netherlands

Oil &amp; gas exports fund Putin's war on Ukraine. #RussianTankerTracker: https://t.co/a21b0tpsiT https://t.co/KbLQFiJOXe",Ukraine,fear
1.51e+18,2022-04-08 15:50:19+00:00,FredrikHirsch,0,0,0,en,@DmytroKuleba Maybe Ukraine and the US should join the ICC? The international court of justice. Will you?,Ukraine,curiosity
1.51e+18,2022-04-08 15:50:19+00:00,TsarKastik,0,2,4,en,"Slovakia's opposition unhappy about the S-300 transfer to Ukraine. ""We will get more and more involved in the war in Ukraine in the name of American interests, which we have nothing to do with,"" said ex-PM Robert Fico. The leader of the Kurs called it ""pure madness"".",Ukraine,neutral
1.51e+18,2022-04-08 15:50:19+00:00,ATchelka,0,0,0,en,New Lincoln Project ad smacks Donald Trump and allies for 'promoting' genocide in Ukraine https://t.co/o5S5nhidvx,Ukraine,neutral
1.51e+18,2022-04-08 15:50:19+00:00,Jaimegsy525,0,0,0,en,@WorldCOVID19 @SkyNews If russia leaves ALL of ukraine then peace will follow. Until then you might want to send your messages to the Russian embassy,Ukraine,neutral
1.51e+18,2022-04-08 15:50:18+00:00,seidel_wolfgang,0,0,0,en,@DecodingTrolls @lesiavasylenko It was not a russian iskander-rocket. A huge #PropagandaFail for the #Ukraine!,Ukraine,neutral
1.51e+18,2022-04-08 15:50:17+00:00,ChunkeeMonkeeee,4,0,3,en,"@zerohedge Funny. Ukraine has been trying to join NATO for years but gets rejected every time due to Russia's threat. Now these two countries want to join and Russia is threatening them as well, but NATO will act quickly to accept them?? Am I missing something here?",Ukraine,confusion
1.51e+18,2022-04-08 15:50:16+00:00,denton_gigi,0,0,0,en,"Seriously Twitter, I really don't give a damn about Ukraine, they are being slaughtered, but, still want to be racist? Calling black Red Cross volunteers niggers? Gtfoh!!!",Ukraine,anger
1.51e+18,2022-04-08 15:50:16+00:00,SimpleMedia_,0,0,0,en,The End of Ukraine – The Cyclical View https://t.co/3NKlLcSitJ,Ukraine,neutral
